Species2,Country2,Speciality2,Source2,Year2,Antifungals,MIC_Interpretation
Candida albicans,Hungary,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Slovenia,Hematology/Oncology,Blood culture,2018,Fluconazole,Resistant
Candida parapsilosis,Slovenia,Intensive Care Unit,Blood culture,2018,Fluconazole,Susceptible
Candida glabrata,Slovenia,General/GI,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Slovenia,General/GI,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Slovenia,Intensive Care Unit,Blood culture,2018,Anidulafungin,Intermediate
Candida glabrata,Slovenia,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,General/GI,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Slovenia,General/GI,Blood culture,2018,Micafungin,Susceptible
Candida krusei,Slovenia,Hematology/Oncology,Blood culture,2018,Caspofungin,Susceptible
Candida krusei,Slovenia,Hematology/Oncology,Blood culture,2018,Voriconazole,Susceptible
Candida krusei,Slovenia,Hematology/Oncology,Blood culture,2018,Anidulafungin,Susceptible
Candida krusei,Slovenia,Hematology/Oncology,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Slovenia,General/GI,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Slovenia,Intensive Care Unit,Blood culture,2018,Fluconazole,Susceptible
Candida glabrata,Slovenia,Intensive Care Unit,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Slovenia,Intensive Care Unit,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Slovenia,Intensive Care Unit,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Slovenia,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,Infectious Disease,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Slovenia,Infectious Disease,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Slovenia,Infectious Disease,Blood culture,2018,Caspofungin,Susceptible
Candida tropicalis,Slovenia,Hematology/Oncology,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Slovenia,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Slovenia,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Slovenia,Infectious Disease,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Slovenia,Infectious Disease,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Slovenia,Obstetrics/Gynecology,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Slovenia,Obstetrics/Gynecology,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Slovenia,Intensive Care Unit,Blood culture,2018,Fluconazole,Susceptible
Candida glabrata,Slovenia,Emergency,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Slovenia,Emergency,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Slovenia,Emergency,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Slovenia,Hematology/Oncology,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Slovenia,Renal,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Slovenia,Renal,Blood culture,2018,Micafungin,Susceptible
Candida guilliermondii,Slovenia,Infectious Disease,Blood culture,2018,Caspofungin,Susceptible
Aspergillus fumigatus,Canada,Ambulatory/Outpatient,Sputum,2018,Voriconazole,Susceptible
Aspergillus fumigatus,Canada,Intensive Care Unit,Bronchoalveolar lavage/wash,2018,Voriconazole,Intermediate
Aspergillus fumigatus,Canada,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Voriconazole,Susceptible
Aspergillus fumigatus,Canada,Ambulatory/Outpatient,Sputum,2018,Voriconazole,Susceptible
Candida albicans,Canada,Surgery,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Canada,Surgery,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Canada,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Canada,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida tropicalis,Canada,Internal Medicine,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Canada,Ambulatory/Outpatient,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Canada,Ambulatory/Outpatient,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Canada,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Canada,Intensive Care Unit,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Canada,Surgery,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Canada,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Canada,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida tropicalis,Canada,Internal Medicine,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Canada,Ambulatory/Outpatient,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Canada,Ambulatory/Outpatient,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Canada,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Canada,Intensive Care Unit,Blood culture,2018,Voriconazole,Susceptible
Candida glabrata,Canada,Intensive Care Unit,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Canada,Intensive Care Unit,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Canada,Intensive Care Unit,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Canada,Emergency,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Canada,Intensive Care Unit,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Canada,Intensive Care Unit,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,Canada,Surgery,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Canada,Surgery,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Canada,Surgery,Blood culture,2018,Fluconazole,Susceptible
Candida parapsilosis,Canada,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida parapsilosis,Canada,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida albicans,USA,Intensive Care Unit,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,USA,Intensive Care Unit,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Intensive Care Unit,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Philippines,General/GI,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Philippines,General/GI,Blood culture,2018,Voriconazole,Susceptible
Candida tropicalis,Philippines,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Fluconazole,Susceptible
Candida tropicalis,Philippines,Surgery,Urine/Urinary tract,2018,Caspofungin,Susceptible
Candida tropicalis,Philippines,Surgery,Urine/Urinary tract,2018,Voriconazole,Susceptible
Candida albicans,Philippines,Intensive Care Unit,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Philippines,Internal Medicine,Urine/Urinary tract,2018,Caspofungin,Susceptible
Candida albicans,Philippines,Internal Medicine,Urine/Urinary tract,2018,Voriconazole,Susceptible
Candida albicans,Philippines,Renal,Urine/Urinary tract,2018,Anidulafungin,Susceptible
Candida albicans,Philippines,Renal,Urine/Urinary tract,2018,Micafungin,Susceptible
Candida tropicalis,Philippines,Emergency,Blood culture,2018,Anidulafungin,Susceptible
Candida tropicalis,Philippines,Emergency,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,Philippines,Emergency,Blood culture,2018,Anidulafungin,Intermediate
Candida parapsilosis,Philippines,Emergency,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Philippines,Emergency,Blood culture,2018,Voriconazole,Susceptible
Candida tropicalis,Philippines,Emergency,Blood culture,2018,Fluconazole,Susceptible
Candida tropicalis,Mexico,Neurology,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Mexico,Intensive Care Unit,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Mexico,Intensive Care Unit,Blood culture,2018,Micafungin,Susceptible
Candida tropicalis,Mexico,Pediatrics/Neonate,Blood culture,2018,Caspofungin,Susceptible
Candida tropicalis,Mexico,Pediatrics/Neonate,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Mexico,Pediatrics/Neonate,Blood culture,2018,Caspofungin,Susceptible
Candida tropicalis,Mexico,Cardiothoracic/Pulmonary,Blood culture,2018,Caspofungin,Susceptible
Candida tropicalis,Mexico,Cardiothoracic/Pulmonary,Blood culture,2018,Voriconazole,Susceptible
Candida parapsilosis,Mexico,Surgery,Blood culture,2018,Fluconazole,Susceptible
Candida parapsilosis,Mexico,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Mexico,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida parapsilosis,USA,Emergency,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Emergency,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Fluconazole,Susceptible
Candida parapsilosis,USA,Hematology/Oncology,Blood culture,2018,Anidulafungin,Susceptible
Candida parapsilosis,USA,Hematology/Oncology,Blood culture,2018,Micafungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida glabrata,USA,Intensive Care Unit,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,USA,Intensive Care Unit,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,USA,Intensive Care Unit,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Internal Medicine,Blood culture,2018,Anidulafungin,Intermediate
Candida parapsilosis,USA,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Fluconazole,Susceptible
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Neurology,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Neurology,Blood culture,2018,Voriconazole,Susceptible
Candida glabrata,USA,Unknown,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,USA,Unknown,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,USA,Unknown,Blood culture,2018,Micafungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Blood culture,2018,Voriconazole,Susceptible
Candida tropicalis,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Anidulafungin,Susceptible
Candida tropicalis,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Micafungin,Susceptible
Candida tropicalis,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Caspofungin,Susceptible
Candida tropicalis,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Voriconazole,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Anidulafungin,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Micafungin,Susceptible
Candida albicans,Italy,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Italy,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida parapsilosis,Italy,Neurology,Blood culture,2018,Voriconazole,Intermediate
Candida parapsilosis,Italy,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida parapsilosis,Italy,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,Italy,General/GI,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Italy,General/GI,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Italy,Orthopedics,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Italy,Orthopedics,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,Italy,Trauma,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Italy,Trauma,Blood culture,2018,Fluconazole,Resistant
Candida tropicalis,Italy,Hematology/Oncology,Blood culture,2018,Fluconazole,Susceptible
Candida parapsilosis,Italy,Surgery,Blood culture,2018,Anidulafungin,Susceptible
Candida parapsilosis,Italy,Surgery,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Italy,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Italy,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida parapsilosis,Italy,Internal Medicine,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Italy,Rehabilitation,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Italy,Rehabilitation,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,Italy,Hematology/Oncology,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Italy,Hematology/Oncology,Blood culture,2018,Voriconazole,Susceptible
Candida tropicalis,Italy,Emergency,Blood culture,2018,Fluconazole,Susceptible
Candida parapsilosis,Italy,Neurology,Blood culture,2018,Anidulafungin,Susceptible
Candida parapsilosis,Italy,Neurology,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Italy,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Italy,Surgery,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Italy,Emergency,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Italy,Emergency,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,Italy,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Italy,Internal Medicine,Blood culture,2018,Fluconazole,Resistant
Candida parapsilosis,Italy,Pediatrics/Neonate,Blood culture,2018,Fluconazole,Susceptible
Candida parapsilosis,Italy,Neurosurgery,Blood culture,2018,Anidulafungin,Susceptible
Candida parapsilosis,Italy,Neurosurgery,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,Italy,Surgery,Blood culture,2018,Fluconazole,Susceptible
Candida parapsilosis,Italy,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida parapsilosis,Italy,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Italy,Geriatics,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Italy,Geriatics,Blood culture,2018,Voriconazole,Susceptible
Candida glabrata,USA,Hematology/Oncology,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,USA,Hematology/Oncology,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,USA,Hematology/Oncology,Blood culture,2018,Micafungin,Susceptible
Candida albicans,USA,Internal Medicine,Abscess (pus),2018,Caspofungin,Susceptible
Candida albicans,USA,Internal Medicine,Abscess (pus),2018,Voriconazole,Susceptible
Candida albicans,USA,Internal Medicine,Wound/Drainage/Ulcer,2018,Anidulafungin,Susceptible
Candida albicans,USA,Internal Medicine,Wound/Drainage/Ulcer,2018,Micafungin,Susceptible
Candida albicans,France,Intensive Care Unit,Blood culture,2018,Fluconazole,Susceptible
Candida tropicalis,Italy,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida tropicalis,Italy,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Italy,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Italy,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Italy,Ambulatory/Outpatient,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Italy,Surgery,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Italy,Surgery,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Italy,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Italy,Intensive Care Unit,Blood culture,2018,Voriconazole,Susceptible
Candida tropicalis,Australia,Cardiothoracic/Pulmonary,Sputum,2018,Fluconazole,Susceptible
Candida glabrata,Australia,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Anidulafungin,Susceptible
Candida glabrata,Australia,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Fluconazole,Intermediate
Candida glabrata,Australia,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Micafungin,Susceptible
Candida albicans,Australia,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Caspofungin,Susceptible
Candida albicans,Australia,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Voriconazole,Susceptible
Candida albicans,Australia,Intensive Care Unit,Tracheal aspirate,2018,Fluconazole,Susceptible
Candida albicans,Australia,Cardiothoracic/Pulmonary,Sputum,2018,Fluconazole,Susceptible
Candida albicans,Australia,Intensive Care Unit,Bronchoalveolar lavage/wash,2018,Anidulafungin,Susceptible
Candida albicans,Australia,Intensive Care Unit,Bronchoalveolar lavage/wash,2018,Micafungin,Susceptible
